A	Part of speech: adjective
VQ.APN	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive
VQ.APO3P	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VQ.APO3S	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VQ.APPAP	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: accusative<br />Number: plural
VQ.APPAS	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: accusative<br />Participle Number: singular
VQ.APPGP	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: genitive<br />Number: plural
VQ.APPGS	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: genitive<br />Participle Number: singular
VQ.APPNP	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: nominative<br />Number: plural
VQ.APPNS	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: nominative<br />Participle Number: singular
VQ.APS1P	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: plural
VQ.APS2P	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: plural
VQ.APS2S	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: singular
VQ.APS3P	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VQ.APS3S	Part of speech: verb, guttural aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VQ.FPI1S	Part of speech: verb, guttural aorist & future passive<br />Tense: future<br />Voice: passive<br />Person: first<br />Number: singular
VQ.FPI2P	Part of speech: verb, guttural aorist & future passive<br />Tense: future<br />Voice: passive<br />Person: second<br />Number: plural
VQ.FPI2S	Part of speech: verb, guttural aorist & future passive<br />Tense: future<br />Voice: passive<br />Person: second<br />Number: singular
VQ.FPI3P	Part of speech: verb, guttural aorist & future passive<br />Tense: future<br />Voice: passive<br />Person: third<br />Number: plural
VQ.FPI3S	Part of speech: verb, guttural aorist & future passive<br />Tense: future<br />Voice: passive<br />Person: third<br />Number: singular
VQ.FPPNP	Part of speech: verb, guttural aorist & future passive<br />Tense: future<br />Voice: passive<br />Participle Case: nominative<br />Number: plural
VQI.API1P	Part of speech: verb, guttural aorist & future passive, augmented<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: plural
VQI.API1S	Part of speech: verb, guttural aorist & future passive, augmented<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: singular
VQI.API2P	Part of speech: verb, guttural aorist & future passive, augmented<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: plural
VQI.API2S	Part of speech: verb, guttural aorist & future passive, augmented<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: singular
VQI.API3P	Part of speech: verb, guttural aorist & future passive, augmented<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VQI.API3S	Part of speech: verb, guttural aorist & future passive, augmented<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VS.AAD2S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: singular
VS.AAS2P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: plural
VS.APD2P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: plural
VS.APD2S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: singular
VS.APD3P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VS.APD3S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VS.API1S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: singular
VS.APN	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive
VS.APO3S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VS.APPAS	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Participle Case: accusative<br />Participle Number: singular
VS.APPGP	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Participle Case: genitive<br />Number: plural
VS.APPGS	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Participle Case: genitive<br />Participle Number: singular
VS.APPNP	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Participle Case: nominative<br />Number: plural
VS.APPNS	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Participle Case: nominative<br />Participle Number: singular
VS.APS1S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: singular
VS.APS2P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: plural
VS.APS2S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: singular
VS.APS3P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VS.APS3S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VS.FPI1S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: future<br />Voice: passive<br />Person: first<br />Number: singular
VS.FPI2P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: future<br />Voice: passive<br />Person: second<br />Number: plural
VS.FPI2S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: future<br />Voice: passive<br />Person: second<br />Number: singular
VS.FPI3P	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: future<br />Voice: passive<br />Person: third<br />Number: plural
VS.FPI3S	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: future<br />Voice: passive<br />Person: third<br />Number: singular
VSI.AAI1S	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: active<br />Person: first<br />Number: singular
VSI.AAI3P	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
VSI.AAI3S	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: singular
VSI.AMI3S	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
VSI.API1P	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: plural
VSI.API1S	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: singular
VSI.API2S	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: singular
VSI.API3P	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VSI.API3S	Part of speech: verb, dental aorist & future passive (+ζ), augmented<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VS.XPPNS	Part of speech: verb, dental aorist & future passive (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: nominative<br />Participle Number: singular
VTI.XMPAS	Part of speech: verb, dental perfect middle (+ζ), pluperfect augmented<br />Tense: perfect<br />Voice: middle<br />Participle Case: accusative<br />Participle Number: singular
VT.XMI1S	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Person: first<br />Number: singular
VT.XMI2S	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Person: second<br />Number: singular
VT.XMI3S	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Person: third<br />Number: singular
VT.XMPAP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: accusative<br />Number: plural
VT.XMPAS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: accusative<br />Participle Number: singular
VT.XMPDP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: dative<br />Number: plural
VT.XMPDS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: dative<br />Participle Number: singular
VT.XMPGP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: genitive<br />Number: plural
VT.XMPGS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: genitive<br />Participle Number: singular
VT.XMPNP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: nominative<br />Number: plural
VT.XMPNS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: middle<br />Participle Case: nominative<br />Participle Number: singular
VT.XPI3S	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Person: third<br />Number: singular
VT.XPPAP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: accusative<br />Number: plural
VT.XPPAS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: accusative<br />Participle Number: singular
VT.XPPDP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: dative<br />Number: plural
VT.XPPDS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: dative<br />Participle Number: singular
VT.XPPGP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: genitive<br />Number: plural
VT.XPPGS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: genitive<br />Participle Number: singular
VT.XPPNP	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: nominative<br />Number: plural
VT.XPPNS	Part of speech: verb, dental perfect middle (+ζ)<br />Tense: perfect<br />Voice: passive<br />Participle Case: nominative<br />Participle Number: singular
VV.AAD2S	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: singular
VV.APD2S	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: singular
VV.APD3P	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: plural
VV.APD3S	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VV.API3S	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VV.APN	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive
VV.APPAP	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: accusative<br />Number: plural
VV.APPAS	Part of speech: verb, labial aorist & future passive<br />Tense: aorist<br />Voice: passive<br />Participle Case: accusative<br />Participle Number: singular
